time,chy,chx,lat,lon,intensity
2021-06-29,1223500,2681500,47.1574448145826,8.513386522694098,
2021-06-29,1223500,2682500,47.15732089051093,8.526571992042015,
2021-06-29,1223500,2683500,47.1571954551701,8.53975740143993,
2021-06-29,1223500,2684500,47.1570685085601,8.55294275016118,
2021-06-29,1223500,2685500,47.15694005068093,8.566128037479096,
2021-06-29,1223500,2686500,47.1568100815326,8.579313262667014,
2021-06-29,1223500,2687500,47.156678601115104,8.592498424998263,
2021-06-29,1223500,2688500,47.156545609428434,8.605683523746182,
2021-06-29,1223500,2689500,47.156411106472596,8.618868558184097,
2021-06-29,1223500,2690500,47.1562750922476,8.632053527585347,
2021-06-29,1223500,2691500,47.156137566753436,8.645238431223264,
2021-06-29,1223500,2692500,47.1559985299901,8.65842326837118,
2021-06-29,1223500,2693500,47.1558579819576,8.671608038302429,
2021-06-29,1223500,2694500,47.155715922655936,8.684792740290346,
2021-06-29,1223500,2695500,47.1555723520851,8.697977373608262,
2021-06-29,1223500,2696500,47.1554272702451,8.711161937529514,
2021-06-29,1223500,2697500,47.15528067713594,8.72434643132743,
2021-06-29,1223500,2698500,47.155132572757594,8.737530854275347,
2021-06-29,1223500,2699500,47.15498295711009,8.750715205646596,
2021-06-29,1224500,2668500,47.16791251512267,8.34212199965118,
2021-06-29,1224500,2669500,47.16780822041517,8.355310396869097,
2021-06-29,1224500,2670500,47.16770241419017,8.36849874358368,
2021-06-29,1224500,2671500,47.16759509644766,8.381687039068263,
2021-06-29,1224500,2672500,47.16748626718767,8.39487528259618,
2021-06-29,1224500,2673500,47.167375926410166,8.408063473440764,
2021-06-29,1224500,2674500,47.16726407411517,8.421251610875347,
2021-06-29,1224500,2675500,47.167150710302664,8.434439694173262,
2021-06-29,1224500,2676500,47.167035834972665,8.447627722607846,
2021-06-29,1224500,2677500,47.16691944812516,8.460815695452432,
2021-06-29,1224500,2678500,47.16680154976016,8.474003611980347,
2021-06-29,1224500,2679500,47.16668213987767,8.48719147146493,
2021-06-29,1224500,2680500,47.16656121847766,8.500379273179513,
2021-06-29,1224500,2681500,47.16643878556016,8.513567016397431,
2021-06-29,1224500,2682500,47.16631484112517,8.526754700392013,
2021-06-29,1224500,2683500,47.16618938517266,8.539942324436598,
2021-06-29,1224500,2684500,47.16606241770267,8.553129887804513,
2021-06-29,1224500,2685500,47.16593393871517,8.566317389769097,
2021-06-29,1224500,2686500,47.16580394821016,8.57950482960368,
2021-06-29,1224500,2687500,47.16567244618766,8.592692206581598,
2021-06-29,1224500,2688500,47.16553943264767,8.60587951997618,
2021-06-29,1224500,2689500,47.165404907590165,8.619066769060764,
2021-06-29,1224500,2690500,47.165268871015165,8.63225395310868,
2021-06-29,1224500,2691500,47.16513132292266,8.645441071393265,
2021-06-29,1224500,2692500,47.16499226331266,8.658628123187846,
2021-06-29,1224500,2693500,47.16485169218517,8.671815107765763,
2021-06-29,1224500,2694500,47.164709609540154,8.685002024400347,
2021-06-29,1224500,2695500,47.164566015377666,8.69818887236493,
2021-06-29,1224500,2696500,47.16442090969767,8.711375650932846,
2021-06-29,1224500,2697500,47.164274292500174,8.724562359377432,
2021-06-29,1224500,2698500,47.16412616378517,8.737748996972014,
2021-06-29,1224500,2699500,47.163976523552655,8.75093556298993,
2021-06-29,1225500,2668500,47.17690670846414,8.342273748842848,
2021-06-29,1225500,2669500,47.17680239662164,8.35546436137743,
2021-06-29,1225500,2670500,47.176696573013295,8.36865492340868,
2021-06-29,1225500,2671500,47.17658923763913,8.38184543420993,
2021-06-29,1225500,2672500,47.17648039049914,8.395035893054514,
2021-06-29,1225500,2673500,47.1763700315933,8.408226299215762,
2021-06-29,1225500,2674500,47.17625816092162,8.421416651967013,
2021-06-29,1225500,2675500,47.176144778484144,8.434606950581598,
2021-06-29,1225500,2676500,47.17602988428079,8.447797194332846,
2021-06-29,1225500,2677500,47.17591347831162,8.460987382494096,
2021-06-29,1225500,2678500,47.17579556057663,8.474177514338681,
2021-06-29,1225500,2679500,47.17567613107579,8.487367589139929,
2021-06-29,1225500,2680500,47.17555518980913,8.500557606171181,
2021-06-29,1225500,2681500,47.17543273677663,8.513747564705763,
2021-06-29,1225500,2682500,47.1753087719783,8.526937464017015,
2021-06-29,1225500,2683500,47.17518329541413,8.540127303378263,
2021-06-29,1225500,2684500,47.17505630708413,8.553317082062847,
2021-06-29,1225500,2685500,47.17492780698831,8.566506799344097,
2021-06-29,1225500,2686500,47.17479779512662,8.579696454495346,
2021-06-29,1225500,2687500,47.17466627149913,8.59288604678993,
2021-06-29,1225500,2688500,47.1745332361058,8.606075575501182,
2021-06-29,1225500,2689500,47.17439868894663,8.619265039902432,
2021-06-29,1225500,2690500,47.17426263002163,8.632454439267015,
2021-06-29,1225500,2691500,47.174125059330805,8.645643772868263,
2021-06-29,1225500,2692500,47.17398597687413,8.658833039979513,
2021-06-29,1225500,2693500,47.17384538265162,8.672022239874096,
2021-06-29,1225500,2694500,47.173703276663296,8.685211371825348,
2021-06-29,1225500,2695500,47.17355965890913,8.698400435106597,
2021-06-29,1225500,2696500,47.173414529389134,8.711589428991182,
2021-06-29,1225500,2697500,47.173267888103304,8.72477835275243,
2021-06-29,1225500,2698500,47.17311973505163,8.737967205663681,
2021-06-29,1225500,2699500,47.17297007023413,8.751155986998263,
2021-06-29,1226500,2668500,47.18590088181114,8.342425543929515,
2021-06-29,1226500,2669500,47.185796552833644,8.355618372450763,
2021-06-29,1226500,2670500,47.18569071184197,8.36881115046868,
2021-06-29,1226500,2671500,47.18558335883614,8.382003877256599,
2021-06-29,1226500,2672500,47.18547449381614,8.395196552087848,
2021-06-29,1226500,2673500,47.18536411678198,8.408389174235763,
2021-06-29,1226500,2674500,47.18525222773363,8.421581742973679,
2021-06-29,1226500,2675500,47.18513882667114,8.43477425757493,
2021-06-29,1226500,2676500,47.18502391359447,8.447966717312847,
2021-06-29,1226500,2677500,47.18490748850363,8.461159121460764,
2021-06-29,1226500,2678500,47.18478955139864,8.474351469292014,
2021-06-29,1226500,2679500,47.18467010227947,8.48754376007993,
2021-06-29,1226500,2680500,47.18454914114614,8.500735993097846,
2021-06-29,1226500,2681500,47.184426667998636,8.513928167619095,
2021-06-29,1226500,2682500,47.18430268283697,8.527120282917014,
2021-06-29,1226500,2683500,47.18417718566113,8.54031233826493,
2021-06-29,1226500,2684500,47.18405017647113,8.553504332936178,
2021-06-29,1226500,2685500,47.18392165526697,8.566696266204097,
2021-06-29,1226500,2686500,47.18379162204864,8.579888137342014,
2021-06-29,1226500,2687500,47.183660076816146,8.593079945623264,
2021-06-29,1226500,2688500,47.183527019569475,8.60627169032118,
2021-06-29,1226500,2689500,47.18339245030864,8.619463370709097,
2021-06-29,1226500,2690500,47.18325636903364,8.632654986060347,
2021-06-29,1226500,2691500,47.183118775744475,8.645846535648264,
2021-06-29,1226500,2692500,47.18297967044114,8.65903801874618,
2021-06-29,1226500,2693500,47.18283905312364,8.67222943462743,
2021-06-29,1226500,2694500,47.18269692379197,8.685420782565346,
2021-06-29,1226500,2695500,47.18255328244614,8.698612061833263,
2021-06-29,1226500,2696500,47.182408129086134,8.711803271704515,
2021-06-29,1226500,2697500,47.182261463711974,8.724994411452432,
2021-06-29,1226500,2698500,47.18211328632364,8.738185480350348,
2021-06-29,1226500,2699500,47.18196359692113,8.751376477671597,
2021-06-29,1227500,2668500,47.19489503493038,8.34257738491118,
2021-06-29,1227500,2669500,47.19479068881788,8.355772430089097,
2021-06-29,1227500,2670500,47.194684830442874,8.368967424763682,
2021-06-29,1227500,2671500,47.19457745980538,8.382162368208263,
2021-06-29,1227500,2672500,47.19446857690538,8.39535725969618,
2021-06-29,1227500,2673500,47.19435818174288,8.408552098500763,
2021-06-29,1227500,2674500,47.19424627431787,8.421746883895347,
2021-06-29,1227500,2675500,47.19413285463038,8.434941615153262,
2021-06-29,1227500,2676500,47.19401792268038,8.448136291547847,
2021-06-29,1227500,2677500,47.19390147846788,8.46133091235243,
2021-06-29,1227500,2678500,47.19378352199288,8.474525476840348,
2021-06-29,1227500,2679500,47.19366405325538,8.48771998428493,
2021-06-29,1227500,2680500,47.19354307225538,8.500914433959515,
2021-06-29,1227500,2681500,47.19342057899288,8.51410882513743,
2021-06-29,1227500,2682500,47.193296573467876,8.527303157092014,
2021-06-29,1227500,2683500,47.19317105568038,8.540497429096597,
2021-06-29,1227500,2684500,47.19304402563037,8.553691640424512,
2021-06-29,1227500,2685500,47.19291548331788,8.566885790349097,
2021-06-29,1227500,2686500,47.19278542874287,8.58007987814368,
2021-06-29,1227500,2687500,47.19265386190538,8.593273903081597,
2021-06-29,1227500,2688500,47.19252078280538,8.60646786443618,
2021-06-29,1227500,2689500,47.19238619144287,8.619661761480764,
2021-06-29,1227500,2690500,47.192250087817875,8.63285559348868,
2021-06-29,1227500,2691500,47.19211247193037,8.646049359733263,
2021-06-29,1227500,2692500,47.191973343780376,8.659243059487846,
2021-06-29,1227500,2693500,47.19183270336788,8.672436692025762,
2021-06-29,1227500,2694500,47.19169055069287,8.685630256620348,
2021-06-29,1227500,2695500,47.19154688575538,8.69882375254493,
2021-06-29,1227500,2696500,47.191401708555375,8.712017179072847,
2021-06-29,1227500,2697500,47.191255019092885,8.72521053547743,
2021-06-29,1227500,2698500,47.191106817367874,8.738403821032016,
2021-06-29,1227500,2699500,47.190957103380384,8.75159703500993,
2021-06-29,1228500,2668500,47.20388916758851,8.342729271787848,
2021-06-29,1228500,2669500,47.203784804341005,8.35592653429243,
2021-06-29,1228500,2670500,47.20367892858266,8.369123746293681,
2021-06-29,1228500,2671500,47.203571540313504,8.38232090706493,
2021-06-29,1228500,2672500,47.203462639533505,8.395518015879514,
2021-06-29,1228500,2673500,47.20335222624267,8.408715072010764,
2021-06-29,1228500,2674500,47.203240300440996,8.421912074732013,
2021-06-29,1228500,2675500,47.20312686212851,8.435109023316596,
2021-06-29,1228500,2676500,47.20301191130516,8.448305917037848,
2021-06-29,1228500,2677500,47.202895447970995,8.461502755169096,
2021-06-29,1228500,2678500,47.202777472126,8.474699536983682,
2021-06-29,1228500,2679500,47.20265798377016,8.48789626175493,
2021-06-29,1228500,2680500,47.2025369829035,8.501092928756183,
2021-06-29,1228500,2681500,47.202414469526,8.514289537260764,
2021-06-29,1228500,2682500,47.20229044363767,8.527486086542016,
2021-06-29,1228500,2683500,47.2021649052385,8.540682575873264,
2021-06-29,1228500,2684500,47.202037854328495,8.553879004527845,
2021-06-29,1228500,2685500,47.201909290907665,8.567075371779097,
2021-06-29,1228500,2686500,47.20177921497599,8.580271676900345,
2021-06-29,1228500,2687500,47.2016476265335,8.59346791916493,
2021-06-29,1228500,2688500,47.201514525580166,8.60666409784618,
2021-06-29,1228500,2689500,47.201379912116,8.619860212217432,
2021-06-29,1228500,2690500,47.201243786141,8.633056261552012,
2021-06-29,1228500,2691500,47.20110614765517,8.646252245123264,
2021-06-29,1228500,2692500,47.2009669966585,8.659448162204512,
2021-06-29,1228500,2693500,47.20082633315101,8.672644012069096,
2021-06-29,1228500,2694500,47.20068415713266,8.685839793990347,
2021-06-29,1228500,2695500,47.200540468603506,8.699035507241597,
2021-06-29,1228500,2696500,47.2003952675635,8.71223115109618,
2021-06-29,1228500,2697500,47.200248554012674,8.72542672482743,
2021-06-29,1228500,2698500,47.200100327951006,8.738622227708682,
2021-06-29,1228500,2699500,47.1999505893785,8.751817659013263,
2021-06-29,1229500,2668500,47.21288327955219,8.342881204559513,
2021-06-29,1229500,2669500,47.21277889916969,8.356080685060762,
2021-06-29,1229500,2670500,47.21267300602801,8.36928011505868,
2021-06-29,1229500,2671500,47.21256560012719,8.382479493826597,
2021-06-29,1229500,2672500,47.212456681467195,8.395678820637848,
2021-06-29,1229500,2673500,47.21234625004802,8.408878094765763,
2021-06-29,1229500,2674500,47.21223430586968,8.42207731548368,
2021-06-29,1229500,2675500,47.21212084893219,8.435276482064928,
2021-06-29,1229500,2676500,47.21200587923552,8.448475593782847,
2021-06-29,1229500,2677500,47.21188939677968,8.461674649910764,
2021-06-29,1229500,2678500,47.21177140156469,8.474873649722015,
2021-06-29,1229500,2679500,47.21165189359052,8.48807259248993,
2021-06-29,1229500,2680500,47.211530872857196,8.501271477487848,
2021-06-29,1229500,2681500,47.21140833936468,8.514470303989098,
2021-06-29,1229500,2682500,47.211284293113025,8.527669071267015,
2021-06-29,1229500,2683500,47.21115873410218,8.540867778594931,
2021-06-29,1229500,2684500,47.21103166233218,8.554066425246178,
2021-06-29,1229500,2685500,47.210903077803025,8.567265010494095,
2021-06-29,1229500,2686500,47.21077298051469,8.580463533612011,
2021-06-29,1229500,2687500,47.21064137046719,8.593661993873264,
2021-06-29,1229500,2688500,47.21050824766052,8.606860390551182,
2021-06-29,1229500,2689500,47.210373612094685,8.620058722919099,
2021-06-29,1229500,2690500,47.21023746376969,8.633256990250347,
2021-06-29,1229500,2691500,47.21009980268552,8.646455191818264,
2021-06-29,1229500,2692500,47.20996062884219,8.659653326896178,
2021-06-29,1229500,2693500,47.20981994223968,8.67285139475743,
2021-06-29,1229500,2694500,47.209677742878014,8.686049394675347,
2021-06-29,1229500,2695500,47.20953403075719,8.699247325923261,
2021-06-29,1229500,2696500,47.20938880587719,8.712445187774513,
2021-06-29,1229500,2697500,47.20924206823802,8.72564297950243,
2021-06-29,1229500,2698500,47.20909381783969,8.738840700380347,
2021-06-29,1229500,2699500,47.208944054682185,8.752038349681598,
2021-06-29,1230500,2668500,47.22187737058809,8.343033183226181,
2021-06-29,1230500,2669500,47.22177297307059,8.356234882394098,
2021-06-29,1230500,2670500,47.22166706254559,8.36943653105868,
2021-06-29,1230500,2671500,47.22155963901308,8.382638128493264,
2021-06-29,1230500,2672500,47.22145070247309,8.395839673971182,
2021-06-29,1230500,2673500,47.22134025292559,8.409041166765764,
2021-06-29,1230500,2674500,47.22122829037059,8.422242606150347,
2021-06-29,1230500,2675500,47.2211148148081,8.435443991398262,
2021-06-29,1230500,2676500,47.220999826238085,8.448645321782847,
2021-06-29,1230500,2677500,47.22088332466058,8.461846596577429,
2021-06-29,1230500,2678500,47.220765310075585,8.475047815055348,
2021-06-29,1230500,2679500,47.22064578248309,8.488248976489931,
2021-06-29,1230500,2680500,47.22052474188309,8.501450080154514,
2021-06-29,1230500,2681500,47.220402188275585,8.51465112532243,
2021-06-29,1230500,2682500,47.22027812166059,8.527852111267016,
2021-06-29,1230500,2683500,47.220152542038086,8.541053037261598,
2021-06-29,1230500,2684500,47.22002544940809,8.554253902579513,
2021-06-29,1230500,2685500,47.21989684377059,8.567454706494097,
2021-06-29,1230500,2686500,47.21976672512559,8.58065544827868,
2021-06-29,1230500,2687500,47.219635093473094,8.593856127206598,
2021-06-29,1230500,2688500,47.2195019488131,8.60705674255118,
2021-06-29,1230500,2689500,47.21936729114559,8.620257293585762,
2021-06-29,1230500,2690500,47.21923112047059,8.633457779583681,
2021-06-29,1230500,2691500,47.219093436788086,8.646658199818264,
2021-06-29,1230500,2692500,47.21895424009809,8.659858553562845,
2021-06-29,1230500,2693500,47.21881353040059,8.673058840090764,
2021-06-29,1230500,2694500,47.21867130769559,8.686259058675347,
2021-06-29,1230500,2695500,47.21852757198309,8.69945920858993,
2021-06-29,1230500,2696500,47.21838232326309,8.712659289107847,
2021-06-29,1230500,2697500,47.21823556153559,8.725859299502432,
2021-06-29,1230500,2698500,47.218087286800596,8.739059239047014,
2021-06-29,1230500,2699500,47.21793749905809,8.752259107014929,
2021-06-29,1231500,2668500,47.230871440462884,8.343185207787847,
2021-06-29,1231500,2669500,47.23076702581037,8.35638912629243,
2021-06-29,1231500,2670500,47.23066109790204,8.369592994293681,
2021-06-29,1231500,2671500,47.23055365673787,8.38279681106493,
2021-06-29,1231500,2672500,47.230444702317875,8.396000575879514,
2021-06-29,1231500,2673500,47.23033423464204,8.409204288010763,
2021-06-29,1231500,2674500,47.230222253710366,8.422407946732013,
2021-06-29,1231500,2675500,47.230108759522885,8.435611551316596,
2021-06-29,1231500,2676500,47.22999375207954,8.448815101037846,
2021-06-29,1231500,2677500,47.229877231380364,8.462018595169097,
2021-06-29,1231500,2678500,47.229759197425366,8.47522203298368,
2021-06-29,1231500,2679500,47.22963965021453,8.48842541375493,
2021-06-29,1231500,2680500,47.229518589747876,8.501628736756182,
2021-06-29,1231500,2681500,47.229396016025376,8.514832001260764,
2021-06-29,1231500,2682500,47.229271929047044,8.528035206542015,
2021-06-29,1231500,2683500,47.22914632881287,8.541238351873265,
2021-06-29,1231500,2684500,47.22901921532287,8.554441436527846,
2021-06-29,1231500,2685500,47.22889058857705,8.567644459779096,
2021-06-29,1231500,2686500,47.228760448575365,8.580847420900348,
2021-06-29,1231500,2687500,47.228628795317874,8.59405031916493,
2021-06-29,1231500,2688500,47.228495628804545,8.60725315384618,
2021-06-29,1231500,2689500,47.22836094903537,8.620455924217431,
2021-06-29,1231500,2690500,47.22822475601038,8.633658629552013,
2021-06-29,1231500,2691500,47.228087049729545,8.646861269123264,
